,Index,Latitude,Longitude,2018
117,117,24.18458,71.25181,0.3477833121111111
118,118,24.18458,71.33144,24.755821970000003
119,119,24.18458,71.41106,98.34035470111112
120,120,24.18458,71.49069,82.46621280500001
121,121,24.18458,71.57031,106.92987567916668
122,122,24.18458,71.64994,169.06419118888888
123,123,24.18458,71.72956,138.83007261833336
124,124,24.18458,71.80919,150.54305774444447
125,125,24.18458,71.88882,131.78219074166668
126,126,24.18458,71.96844,133.94767633611113
127,127,24.18458,72.04807,121.0047194338889
128,128,24.18458,72.12769,131.11411348833337
129,129,24.18458,72.20732,164.2993897277778
130,130,24.18458,72.28694,156.54729036944448
131,131,24.18458,72.36657,142.4475947527778
132,132,24.18458,72.44619,125.08444849166668
133,133,24.18458,72.52582,131.38500763611114
134,134,24.18458,72.60544,38.36472505861112
135,135,24.18458,72.68507,44.53329149722223
136,136,24.18458,72.76469,22.12498312416667
137,137,24.18458,72.84432,6.511792567055556
138,138,24.18458,72.92394,22.599900591111112
139,139,24.18458,73.00357,40.50774309388889
140,140,24.18458,73.08319,8.885949982055557
141,141,24.18458,73.16282,1.228299223555556
142,142,24.10398,71.25181,0.5754455938611112
143,143,24.10398,71.33144,30.885366440833334
144,144,24.10398,71.41106,86.00613551527779
145,145,24.10398,71.49069,107.03387047194444
146,146,24.10398,71.57031,123.09165658333332
147,147,24.10398,71.64994,162.07363170833335
148,148,24.10398,71.72956,114.69229336972224
149,149,24.10398,71.80919,128.1004022027778
150,150,24.10398,71.88882,129.60359638333335
151,151,24.10398,71.96844,127.68495794444446
152,152,24.10398,72.04807,107.573955335
153,153,24.10398,72.12769,149.37363137500003
154,154,24.10398,72.20732,160.04387410555557
155,155,24.10398,72.28694,172.64211400555558
156,156,24.10398,72.36657,141.46282660888892
157,157,24.10398,72.44619,136.50306148055557
158,158,24.10398,72.52582,160.10410436111113
159,159,24.10398,72.60544,108.43426131111111
160,160,24.10398,72.68507,52.20943811111112
161,161,24.10398,72.76469,12.697697241722222
162,162,24.10398,72.84432,8.868156274805557
163,163,24.10398,72.92394,56.12357965916667
164,164,24.10398,73.00357,184.7496888944445
165,165,24.10398,73.08319,68.97020848472222
166,166,24.10398,73.16282,26.80455334972223
167,167,24.10398,73.24244,0.14597551325
168,168,24.02338,71.25181,0.3256344400277778
169,169,24.02338,71.33144,16.09117868388889
170,170,24.02338,71.41106,62.032770472500005
171,171,24.02338,71.49069,82.84102311666668
172,172,24.02338,71.57031,92.12121380138888
173,173,24.02338,71.64994,136.30856683833335
174,174,24.02338,71.72956,124.12537172833332
175,175,24.02338,71.80919,120.46172460166667
176,176,24.02338,71.88882,117.50222377472222
177,177,24.02338,71.96844,113.18802641972222
178,178,24.02338,72.04807,150.0955183305556
179,179,24.02338,72.12769,162.5328568138889
180,180,24.02338,72.20732,222.6972948611111
181,181,24.02338,72.28694,180.79866199444447
182,182,24.02338,72.36657,98.72453903194446
183,183,24.02338,72.44619,107.1911888202778
184,184,24.02338,72.52582,94.61578177888887
185,185,24.02338,72.60544,81.98847092833336
186,186,24.02338,72.68507,87.49764484861113
187,187,24.02338,72.76469,50.731967396944455
188,188,24.02338,72.84432,10.558989353361111
189,189,24.02338,72.92394,65.6336663563889
190,190,24.02338,73.00357,189.6988656777778
191,191,24.02338,73.08319,154.3726800277778
192,192,24.02338,73.16282,51.78329923361112
193,193,24.02338,73.24244,18.763221449444448
194,194,24.02338,73.32207,2.3572802776388886
195,195,24.02338,73.40169,2.125690675305556
196,196,23.94278,70.13706,0.4001133326944445
197,197,23.94278,70.21669,1.8994802582222223
198,198,23.94278,70.37594,3.493088791777778
199,199,23.94278,70.45556,8.273269625361113
200,200,23.94278,70.53519,21.02406806577778
201,201,23.94278,70.61481,19.27415015861111
202,202,23.94278,70.69444,6.878986153611112
203,203,23.94278,70.77406,0.0137408814722222
204,204,23.94278,70.85369,0.0190515636111111
205,205,23.94278,71.01294,0.0075803125833333
206,206,23.94278,71.09256,0.2218778021944445
207,207,23.94278,71.25181,1.3658092551944443
208,208,23.94278,71.33144,71.69010215194444
209,209,23.94278,71.41106,70.50984944194445
210,210,23.94278,71.49069,70.05163404722222
211,211,23.94278,71.57031,98.45972442666668
212,212,23.94278,71.64994,261.9888059833333
213,213,23.94278,71.72956,151.26576738055556
214,214,23.94278,71.80919,100.79735078027778
215,215,23.94278,71.88882,70.345839925
216,216,23.94278,71.96844,137.78471543888892
217,217,23.94278,72.04807,150.33598583555556
218,218,23.94278,72.12769,182.64688874722225
219,219,23.94278,72.20732,223.33382965000004
220,220,23.94278,72.28694,183.76816134722225
221,221,23.94278,72.36657,169.45002999722226
222,222,23.94278,72.44619,144.77481864722225
223,223,23.94278,72.52582,153.9976433666667
224,224,23.94278,72.60544,152.99256304722223
225,225,23.94278,72.68507,224.98109650555557
226,226,23.94278,72.76469,114.6502422638889
227,227,23.94278,72.84432,95.38054339222222
228,228,23.94278,72.92394,158.4905200638889
229,229,23.94278,73.00357,260.7960637388889
230,230,23.94278,73.08319,254.78225198888887
231,231,23.94278,73.16282,76.00878874666668
232,232,23.94278,73.24244,18.16967693916667
233,233,23.94278,73.32207,22.171546353333337
234,234,23.94278,73.40169,20.883678966055555
235,235,23.86218,70.13706,1.2114892311944443
236,236,23.86218,70.21669,17.700444116111115
237,237,23.86218,70.29631,21.565454378138888
238,238,23.86218,70.37594,18.469148422777774
239,239,23.86218,70.45556,15.57801172505556
240,240,23.86218,70.53519,25.958988189722223
241,241,23.86218,70.61481,115.65749974055556
242,242,23.86218,70.69444,72.18836529972225
243,243,23.86218,70.77406,10.058258109194444
244,244,23.86218,70.85369,4.638215980027778
245,245,23.86218,71.01294,0.0569908370833333
246,246,23.86218,71.09256,4.18678508213889
247,247,23.86218,71.17219,4.187190784527778
248,248,23.86218,71.25181,14.55177529702778
249,249,23.86218,71.33144,89.3611670613889
250,250,23.86218,71.41106,65.13559701583335
251,251,23.86218,71.49069,95.81461927111113
252,252,23.86218,71.57031,155.789273365
253,253,23.86218,71.64994,233.98452417777776
254,254,23.86218,71.72956,167.42672177500003
255,255,23.86218,71.80919,100.04503568527775
256,256,23.86218,71.88882,129.46936820055555
257,257,23.86218,71.96844,225.81747564166665
258,258,23.86218,72.04807,180.69680785833336
259,259,23.86218,72.12769,168.00714070000004
260,260,23.86218,72.20732,215.9582629694445
261,261,23.86218,72.28694,213.59393141388887
262,262,23.86218,72.36657,183.94302578611115
263,263,23.86218,72.44619,187.0292299027778
264,264,23.86218,72.52582,145.08419206666667
265,265,23.86218,72.60544,172.77869966111112
266,266,23.86218,72.68507,221.3875630777778
267,267,23.86218,72.76469,159.74917390555555
268,268,23.86218,72.84432,218.6241544138889
269,269,23.86218,72.92394,216.48256175833336
270,270,23.86218,73.00357,176.95340683611116
271,271,23.86218,73.08319,225.2078450388889
272,272,23.86218,73.16282,178.67838033333337
273,273,23.86218,73.24244,44.55374489833334
274,274,23.86218,73.32207,65.40082380472224
275,275,23.86218,73.40169,8.554357952444446
276,276,23.78158,70.13706,0.0005902854444444
277,277,23.78158,70.21669,4.598428070583334
278,278,23.78158,70.29631,15.268622358166672
279,279,23.78158,70.37594,2.238175614138889
280,280,23.78158,70.45556,0.1105049807222222
281,281,23.78158,70.53519,0.0025399999444444
282,282,23.78158,70.61481,12.06375927575
283,283,23.78158,70.69444,35.08268223777779
284,284,23.78158,70.77406,13.883025780861113
285,285,23.78158,70.85369,1.2200267703055558
286,286,23.78158,71.09256,12.82866115075
287,287,23.78158,71.17219,33.440764746666666
288,288,23.78158,71.25181,14.94929157277778
289,289,23.78158,71.33144,50.78147782083333
290,290,23.78158,71.41106,12.52438741138889
291,291,23.78158,71.49069,45.77836359972223
292,292,23.78158,71.57031,105.00587885361114
293,293,23.78158,71.64994,123.25289091000003
294,294,23.78158,71.72956,165.2059288138889
295,295,23.78158,71.80919,174.17859946722223
296,296,23.78158,71.88882,255.2349425527778
297,297,23.78158,71.96844,205.89415273611112
298,298,23.78158,72.04807,245.92734484722223
299,299,23.78158,72.12769,254.35476301666668
300,300,23.78158,72.20732,271.8018188305556
301,301,23.78158,72.28694,278.5357860916667
302,302,23.78158,72.36657,189.99096553611116
303,303,23.78158,72.44619,195.95151394444443
304,304,23.78158,72.52582,185.5545692388889
305,305,23.78158,72.60544,211.17146427777783
306,306,23.78158,72.68507,223.0707079583333
307,307,23.78158,72.76469,231.07650800833335
308,308,23.78158,72.84432,188.70476870833332
309,309,23.78158,72.92394,338.9655032722223
310,310,23.78158,73.00357,234.2231636138889
311,311,23.78158,73.08319,161.39709430833338
312,312,23.78158,73.16282,79.90488624500001
313,313,23.78158,73.24244,131.3241871777778
314,314,23.78158,73.32207,121.04170503000005
315,315,23.78158,73.40169,15.454222414722222
316,316,23.78158,73.48132,1.7310747614722226
317,317,23.70098,68.70381,5.353396804722223
318,318,23.70098,68.78344,5.002051175
319,319,23.70098,69.10194,12.374431743333334
320,320,23.70098,69.18156,14.534195183611113
321,321,23.70098,70.45556,4.0372481925555554
322,322,23.70098,70.53519,21.50709692605556
323,323,23.70098,70.61481,96.68902471166668
324,324,23.70098,70.69444,80.35905763861112
325,325,23.70098,70.77406,28.07963016388889
326,326,23.70098,70.85369,2.2300855467500003
327,327,23.70098,70.93331,0.018061431
328,328,23.70098,71.09256,0.9896680696388892
329,329,23.70098,71.17219,0.6332136955833335
330,330,23.70098,71.25181,0.2018308036111111
331,331,23.70098,71.33144,7.064438079666667
332,332,23.70098,71.41106,11.25212507752778
333,333,23.70098,71.49069,67.31709459055557
334,334,23.70098,71.57031,111.70200051444446
335,335,23.70098,71.64994,105.41707292222226
336,336,23.70098,71.72956,183.212704125
337,337,23.70098,71.80919,281.49552917222223
338,338,23.70098,71.88882,227.42300499444443
339,339,23.70098,71.96844,214.62863539166668
340,340,23.70098,72.04807,240.86171131111112
341,341,23.70098,72.12769,268.4474300805556
342,342,23.70098,72.20732,241.89662000833331
343,343,23.70098,72.28694,189.36201434166668
344,344,23.70098,72.36657,181.72581819722225
345,345,23.70098,72.44619,208.1057103666667
346,346,23.70098,72.52582,185.01368460833336
347,347,23.70098,72.60544,228.68501238611117
348,348,23.70098,72.68507,254.6428209916667
349,349,23.70098,72.76469,233.13932546388887
350,350,23.70098,72.84432,182.40634706944448
351,351,23.70098,72.92394,296.1251822666667
352,352,23.70098,73.00357,197.3710785
353,353,23.70098,73.08319,71.24876201861112
354,354,23.70098,73.16282,46.37774435611112
355,355,23.70098,73.24244,175.48781290000002
356,356,23.70098,73.32207,187.34985820833333
357,357,23.70098,73.40169,39.377486654166674
358,358,23.70098,73.48132,27.912350656111112
359,359,23.70098,73.56094,0.1655962803611111
360,360,23.62038,68.70381,0.6783918850555555
361,361,23.62038,68.78344,0.6338687315555556
362,362,23.62038,68.94269,0.7786155392777778
363,363,23.62038,69.02231,1.7619236540277778
364,364,23.62038,69.10194,8.962213821027778
365,365,23.62038,69.18156,11.334971254611112
366,366,23.62038,70.29631,1.6467951434166668
367,367,23.62038,70.37594,40.193562347500006
368,368,23.62038,70.45556,113.15688706027778
369,369,23.62038,70.53519,67.02555688111111
370,370,23.62038,70.61481,46.953117267500005
371,371,23.62038,70.69444,91.36384317527778
372,372,23.62038,70.77406,31.189803230000003
373,373,23.62038,70.85369,11.931775887
374,374,23.62038,70.93331,9.204048408388893
375,375,23.62038,71.41106,26.01150804111112
376,376,23.62038,71.49069,113.69262843611112
377,377,23.62038,71.57031,137.36231930555556
378,378,23.62038,71.64994,156.48177740000003
379,379,23.62038,71.72956,141.94200768611114
380,380,23.62038,71.80919,305.84779696944446
381,381,23.62038,71.88882,228.0641216888889
382,382,23.62038,71.96844,155.02461116444448
383,383,23.62038,72.04807,160.3399208777778
384,384,23.62038,72.12769,143.20430121111113
385,385,23.62038,72.20732,149.92638102222222
386,386,23.62038,72.28694,183.43443681111117
387,387,23.62038,72.36657,137.99145338055555
388,388,23.62038,72.44619,187.8299005388889
389,389,23.62038,72.52582,248.04164081111117
390,390,23.62038,72.60544,216.15836335000003
391,391,23.62038,72.68507,178.80075666111114
392,392,23.62038,72.76469,170.0337990888889
393,393,23.62038,72.84432,176.32316081944447
394,394,23.62038,72.92394,199.9988598416667
395,395,23.62038,73.00357,146.63947400166666
396,396,23.62038,73.08319,224.3464597055556
397,397,23.62038,73.16282,85.30419053722223
398,398,23.62038,73.24244,75.00384373305556
399,399,23.62038,73.32207,141.223737075
400,400,23.62038,73.40169,93.68066681722222
401,401,23.62038,73.48132,149.9067174916667
402,402,23.62038,73.56094,36.86407592333334
403,403,23.62038,73.64057,8.31803730988889
404,404,23.53978,68.94269,0.5484789493611112
405,405,23.53978,69.02231,1.511849281027778
406,406,23.53978,69.10194,0.0482651987222222
407,407,23.53978,69.18156,2.17868923475
408,408,23.53978,69.34081,2.338240951611111
409,409,23.53978,69.42044,3.589226570194445
410,410,23.53978,69.50006,14.40006826902778
411,411,23.53978,69.57969,9.713096035944446
412,412,23.53978,69.65931,0.6526449904444446
413,413,23.53978,69.73894,0.5044350351666668
414,414,23.53978,69.81856,0.0063930871388888
415,415,23.53978,70.21669,0.2187464654444444
416,416,23.53978,70.29631,50.11359659972223
417,417,23.53978,70.37594,74.82635847222222
418,418,23.53978,70.45556,85.99513054166667
419,419,23.53978,70.53519,66.78955258055556
420,420,23.53978,70.61481,28.24082888638889
421,421,23.53978,70.69444,62.0695415575
422,422,23.53978,70.77406,70.22725740861112
423,423,23.53978,70.85369,26.92632895055556
424,424,23.53978,70.93331,4.586070562500001
425,425,23.53978,71.01294,1.953249094555556
426,426,23.53978,71.41106,1.982934051027778
427,427,23.53978,71.49069,18.00155059527778
428,428,23.53978,71.57031,96.76551352111112
429,429,23.53978,71.64994,124.45495584083336
430,430,23.53978,71.72956,150.45138191111116
431,431,23.53978,71.80919,177.13320415
432,432,23.53978,71.88882,214.2665460277778
433,433,23.53978,71.96844,118.41479302555555
434,434,23.53978,72.04807,106.74820644944448
435,435,23.53978,72.12769,151.35076184722223
436,436,23.53978,72.20732,184.65921994722223
437,437,23.53978,72.28694,219.22945615833336
438,438,23.53978,72.36657,211.55109022222223
439,439,23.53978,72.44619,234.95303218333336
440,440,23.53978,72.52582,232.65211359444444
441,441,23.53978,72.60544,240.05904008611117
442,442,23.53978,72.68507,252.09544331666672
443,443,23.53978,72.76469,176.75250245555554
444,444,23.53978,72.84432,94.53031858194446
445,445,23.53978,72.92394,142.31163598055556
446,446,23.53978,73.00357,219.736463775
447,447,23.53978,73.08319,260.8682725638889
448,448,23.53978,73.16282,137.91728910833334
449,449,23.53978,73.24244,160.1844003666667
450,450,23.53978,73.32207,136.31803193611114
451,451,23.53978,73.40169,118.98311719444445
452,452,23.53978,73.48132,163.2941262916667
453,453,23.53978,73.56094,103.38914936805556
454,454,23.53978,73.64057,77.08820575972221
455,455,23.45918,68.62419,0.0898914376666666
456,456,23.45918,68.70381,0.3144395256111111
457,457,23.45918,68.94269,0.3705322633888889
458,458,23.45918,69.02231,5.163941737361111
459,459,23.45918,69.10194,6.058135053805556
460,460,23.45918,69.18156,20.11848145116667
461,461,23.45918,69.34081,1.4328371485000002
462,462,23.45918,69.42044,3.327367411555555
463,463,23.45918,69.50006,45.29181877833334
464,464,23.45918,69.57969,31.790339099722225
465,465,23.45918,69.65931,45.75792407972224
466,466,23.45918,69.73894,64.01755608694444
467,467,23.45918,69.81856,2.9161455830000005
468,468,23.45918,69.89819,33.48014232972223
469,469,23.45918,69.97781,4.510952065500001
470,470,23.45918,70.13706,0.2234397443888889
471,471,23.45918,70.21669,0.4258262930277778
472,472,23.45918,70.29631,21.130983378916664
473,473,23.45918,70.37594,11.447561555361114
474,474,23.45918,70.45556,26.556244689722227
475,475,23.45918,70.53519,30.795869246111117
476,476,23.45918,70.61481,1.681040121361111
477,477,23.45918,70.69444,16.813352929333334
478,478,23.45918,70.77406,45.144197358888896
479,479,23.45918,70.85369,15.378533614472223
480,480,23.45918,70.93331,1.5469434858055555
481,481,23.45918,71.01294,1.01656084275
482,482,23.45918,71.49069,8.113665461916666
483,483,23.45918,71.57031,126.77932994305556
484,484,23.45918,71.64994,284.64819378333334
485,485,23.45918,71.72956,245.84603501388892
486,486,23.45918,71.80919,135.0705793127778
487,487,23.45918,71.88882,329.35528692222226
488,488,23.45918,71.96844,237.5308375888889
489,489,23.45918,72.04807,137.66543070000003
490,490,23.45918,72.12769,161.4588271277778
491,491,23.45918,72.20732,194.8606618194445
492,492,23.45918,72.28694,214.4519322527778
493,493,23.45918,72.36657,247.4496426055556
494,494,23.45918,72.44619,249.49532996944447
495,495,23.45918,72.52582,274.1510289666667
496,496,23.45918,72.60544,228.1249118277778
497,497,23.45918,72.68507,218.68308128888893
498,498,23.45918,72.76469,145.07086966833336
499,499,23.45918,72.84432,175.30668216666666
500,500,23.45918,72.92394,229.0950792
501,501,23.45918,73.00357,290.36663055
502,502,23.45918,73.08319,264.5484936972223
503,503,23.45918,73.16282,194.2012100194445
504,504,23.45918,73.24244,156.02959356666668
505,505,23.45918,73.32207,95.86460579055556
506,506,23.45918,73.40169,118.23699525861112
507,507,23.45918,73.48132,121.2388040666667
508,508,23.45918,73.56094,150.4996316666667
509,509,23.45918,73.64057,117.087083595
510,510,23.45918,73.72019,19.719198543333334
511,511,23.45918,73.79982,12.71916444888889
512,512,23.45918,73.87944,1.7974287935833335
513,513,23.37858,68.62419,0.0756162387777777
514,514,23.37858,68.70381,1.3873647449444446
515,515,23.37858,68.78344,3.4376352165000013
516,516,23.37858,68.86306,7.248737936444446
517,517,23.37858,68.94269,0.0991930349722222
518,518,23.37858,69.02231,7.503342565138889
519,519,23.37858,69.10194,19.76849476605556
520,520,23.37858,69.18156,19.69503643616667
521,521,23.37858,69.26119,9.09711980152778
522,522,23.37858,69.34081,0.5399957639166667
523,523,23.37858,69.42044,0.0005584109166666
524,524,23.37858,69.50006,0.19598736925
525,525,23.37858,69.57969,2.6027439551666665
526,526,23.37858,69.65931,32.42044289777778
527,527,23.37858,69.73894,43.95435608722222
528,528,23.37858,69.81856,3.1001222531111114
529,529,23.37858,69.89819,47.85270839
530,530,23.37858,69.97781,19.028847272333337
531,531,23.37858,70.05744,18.40827896925
532,532,23.37858,70.13706,30.658750321111107
533,533,23.37858,70.21669,108.94089103555557
534,534,23.37858,70.29631,32.801171090277776
535,535,23.37858,70.37594,40.49291314027778
536,536,23.37858,70.45556,82.34467379305555
537,537,23.37858,70.53519,59.21249686361112
538,538,23.37858,70.61481,12.263684458250005
539,539,23.37858,70.69444,2.141494561333334
540,540,23.37858,70.77406,27.76442395444445
541,541,23.37858,70.85369,24.075064023
542,542,23.37858,70.93331,0.1160329051944444
543,543,23.37858,71.57031,16.327329133944446
544,544,23.37858,71.64994,227.7761543888889
545,545,23.37858,71.72956,231.5461271083334
546,546,23.37858,71.80919,400.0378845972223
547,547,23.37858,71.88882,402.4273478250001
548,548,23.37858,71.96844,221.4020254138889
549,549,23.37858,72.04807,189.7544263388889
550,550,23.37858,72.12769,206.5722423138889
551,551,23.37858,72.20732,227.70605470277775
552,552,23.37858,72.28694,198.5257526
553,553,23.37858,72.36657,201.2886619555556
554,554,23.37858,72.44619,258.64327494722227
555,555,23.37858,72.52582,268.1611607777778
556,556,23.37858,72.60544,206.70527012500008
557,557,23.37858,72.68507,166.55049600833334
558,558,23.37858,72.76469,191.49751450833332
559,559,23.37858,72.84432,234.71471742222224
560,560,23.37858,72.92394,260.780777375
561,561,23.37858,73.00357,241.33522244722224
562,562,23.37858,73.08319,274.12371485833336
563,563,23.37858,73.16282,168.07166840555556
564,564,23.37858,73.24244,182.855075425
565,565,23.37858,73.32207,204.23883097222227
566,566,23.37858,73.40169,127.35206072500004
567,567,23.37858,73.48132,146.30776023055557
568,568,23.37858,73.56094,189.14019438333332
569,569,23.37858,73.64057,93.84120474833334
570,570,23.37858,73.72019,27.54641781833333
571,571,23.37858,73.79982,14.728931373055556
572,572,23.37858,73.87944,5.0274529057777775
573,573,23.37858,73.95907,1.4391387005833336
574,574,23.29797,68.70381,6.304386490472222
575,575,23.29797,68.78344,10.566407759055558
576,576,23.29797,68.86306,4.131021029277779
577,577,23.29797,68.94269,4.547492595972223
578,578,23.29797,69.02231,36.39173555305556
579,579,23.29797,69.10194,15.623635478055558
580,580,23.29797,69.18156,7.476533700333334
581,581,23.29797,69.26119,6.179556554222222
582,582,23.29797,69.34081,8.63328589288889
583,583,23.29797,69.42044,10.618488840833336
584,584,23.29797,69.50006,0.2576118221388889
585,585,23.29797,69.57969,2.6274842950833333
586,586,23.29797,69.65931,3.868270082583334
587,587,23.29797,69.73894,46.96395757527779
588,588,23.29797,69.81856,28.479354171333338
589,589,23.29797,69.89819,73.20856194888889
590,590,23.29797,69.97781,90.17215029833336
591,591,23.29797,70.05744,74.29410733250002
592,592,23.29797,70.13706,62.98130872444445
593,593,23.29797,70.21669,115.34327168666668
594,594,23.29797,70.29631,75.61319361305557
595,595,23.29797,70.37594,44.376037387777785
596,596,23.29797,70.45556,182.06099275833333
597,597,23.29797,70.53519,211.4393179
598,598,23.29797,70.61481,85.38801034861113
599,599,23.29797,70.69444,13.278361520111114
600,600,23.29797,70.77406,68.61975108361113
601,601,23.29797,70.85369,11.717919019638888
602,602,23.29797,70.93331,0.0077894285
603,603,23.29797,71.57031,0.3982927019444445
604,604,23.29797,71.64994,79.95626735666669
605,605,23.29797,71.72956,253.94803257777775
606,606,23.29797,71.80919,474.94906276388895
607,607,23.29797,71.88882,320.70598561111115
608,608,23.29797,71.96844,212.1229188833334
609,609,23.29797,72.04807,204.7177810694445
610,610,23.29797,72.12769,180.7877426305556
611,611,23.29797,72.20732,212.93509548611112
612,612,23.29797,72.28694,172.275970025
613,613,23.29797,72.36657,134.3605168777778
614,614,23.29797,72.44619,157.49511379444448
615,615,23.29797,72.52582,215.15040208611111
616,616,23.29797,72.60544,228.43609025000003
617,617,23.29797,72.68507,161.6072014861111
618,618,23.29797,72.76469,217.9456350638889
619,619,23.29797,72.84432,164.12396958333332
620,620,23.29797,72.92394,199.01256093888887
621,621,23.29797,73.00357,162.1772147388889
622,622,23.29797,73.08319,210.8785506416667
623,623,23.29797,73.16282,186.30670419722225
624,624,23.29797,73.24244,187.3164308277778
625,625,23.29797,73.32207,192.3927260444445
626,626,23.29797,73.40169,54.80356915472223
627,627,23.29797,73.48132,102.07437811916668
628,628,23.29797,73.56094,104.52329846666667
629,629,23.29797,73.64057,94.08237584138892
630,630,23.29797,73.72019,53.36242092861112
631,631,23.29797,73.79982,33.855929215
632,632,23.29797,73.87944,10.947559862222224
633,633,23.29797,73.95907,18.90065675277778
